"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 16 06:29:28 GMT 2022","Fri Sep 16 06:29:29 GMT 2022","742","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Sep 16 06:29:20 GMT 2022","Fri Sep 16 06:29:20 GMT 2022","701","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Sep 16 06:29:10 GMT 2022","Fri Sep 16 06:29:11 GMT 2022","681","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:18 GMT 2022","Fri Sep 16 06:29:19 GMT 2022","696","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Sep 16 06:29:16 GMT 2022","Fri Sep 16 06:29:17 GMT 2022","691","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:20 GMT 2022","Fri Sep 16 06:29:21 GMT 2022","698","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Sep 16 06:29:06 GMT 2022","Fri Sep 16 06:29:07 GMT 2022","689","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:05 GMT 2022","Fri Sep 16 06:29:05 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:15 GMT 2022","Fri Sep 16 06:29:16 GMT 2022","693","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:05 GMT 2022","Fri Sep 16 06:29:05 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:27 GMT 2022","Fri Sep 16 06:29:28 GMT 2022","682","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Sep 16 06:29:09 GMT 2022","Fri Sep 16 06:29:10 GMT 2022","690","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:17 GMT 2022","Fri Sep 16 06:29:17 GMT 2022","689","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:12 GMT 2022","Fri Sep 16 06:29:12 GMT 2022","670","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:08 GMT 2022","Fri Sep 16 06:29:09 GMT 2022","702","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:07 GMT 2022","Fri Sep 16 06:29:08 GMT 2022","685","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:08 GMT 2022","Fri Sep 16 06:29:08 GMT 2022","697","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:24 GMT 2022","Fri Sep 16 06:29:25 GMT 2022","690","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Sep 16 06:29:17 GMT 2022","Fri Sep 16 06:29:18 GMT 2022","714","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:14 GMT 2022","Fri Sep 16 06:29:15 GMT 2022","735","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:26 GMT 2022","Fri Sep 16 06:29:27 GMT 2022","683","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Sep 16 06:29:10 GMT 2022","Fri Sep 16 06:29:10 GMT 2022","696","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:12 GMT 2022","Fri Sep 16 06:29:13 GMT 2022","680","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:25 GMT 2022","Fri Sep 16 06:29:26 GMT 2022","699","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Sep 16 06:29:24 GMT 2022","Fri Sep 16 06:29:24 GMT 2022","682","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Sep 16 06:29:22 GMT 2022","Fri Sep 16 06:29:23 GMT 2022","680","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Sep 16 06:29:15 GMT 2022","Fri Sep 16 06:29:15 GMT 2022","700","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:19 GMT 2022","Fri Sep 16 06:29:20 GMT 2022","680","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Sep 16 06:29:11 GMT 2022","Fri Sep 16 06:29:12 GMT 2022","685","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:29 GMT 2022","Fri Sep 16 06:29:29 GMT 2022","681","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Sep 16 06:29:21 GMT 2022","Fri Sep 16 06:29:22 GMT 2022","695","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Sep 16 06:29:23 GMT 2022","Fri Sep 16 06:29:24 GMT 2022","679","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Sep 16 06:29:13 GMT 2022","Fri Sep 16 06:29:14 GMT 2022","707","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Sep 16 06:29:05 GMT 2022","Fri Sep 16 06:29:06 GMT 2022","699","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:27 GMT 2022","Fri Sep 16 06:29:27 GMT 2022","686","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Sep 16 06:29:05 GMT 2022","Fri Sep 16 06:29:05 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Sep 16 06:29:22 GMT 2022","Fri Sep 16 06:29:22 GMT 2022","690","test_function.test_filters","test_3_filters_image","","","","Image",""
