"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 07 05:53:56 GMT 2022","Fri Oct 07 05:53:57 GMT 2022","799","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:55 GMT 2022","Fri Oct 07 05:53:56 GMT 2022","687","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:53 GMT 2022","Fri Oct 07 05:53:54 GMT 2022","679","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:46 GMT 2022","Fri Oct 07 05:53:46 GMT 2022","698","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:54:08 GMT 2022","Fri Oct 07 05:54:09 GMT 2022","684","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Oct 07 05:54:04 GMT 2022","Fri Oct 07 05:54:05 GMT 2022","683","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Oct 07 05:54:00 GMT 2022","Fri Oct 07 05:54:01 GMT 2022","677","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Oct 07 05:54:05 GMT 2022","Fri Oct 07 05:54:06 GMT 2022","699","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Oct 07 05:53:48 GMT 2022","Fri Oct 07 05:53:49 GMT 2022","678","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:46 GMT 2022","Fri Oct 07 05:53:47 GMT 2022","687","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:53 GMT 2022","Fri Oct 07 05:53:53 GMT 2022","692","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:54:02 GMT 2022","Fri Oct 07 05:54:03 GMT 2022","682","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Oct 07 05:53:59 GMT 2022","Fri Oct 07 05:54:00 GMT 2022","679","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Oct 07 05:54:06 GMT 2022","Fri Oct 07 05:54:06 GMT 2022","698","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Oct 07 05:54:03 GMT 2022","Fri Oct 07 05:54:04 GMT 2022","680","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Oct 07 05:54:07 GMT 2022","Fri Oct 07 05:54:08 GMT 2022","681","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Oct 07 05:54:00 GMT 2022","Fri Oct 07 05:54:00 GMT 2022","684","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Oct 07 05:53:51 GMT 2022","Fri Oct 07 05:53:52 GMT 2022","671","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:46 GMT 2022","Fri Oct 07 05:53:46 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:50 GMT 2022","Fri Oct 07 05:53:50 GMT 2022","683","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:52 GMT 2022","Fri Oct 07 05:53:53 GMT 2022","683","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:47 GMT 2022","Fri Oct 07 05:53:48 GMT 2022","684","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:58 GMT 2022","Fri Oct 07 05:53:59 GMT 2022","681","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Fri Oct 07 05:53:54 GMT 2022","Fri Oct 07 05:53:55 GMT 2022","680","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:46 GMT 2022","Fri Oct 07 05:53:46 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:57 GMT 2022","Fri Oct 07 05:53:58 GMT 2022","693","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:48 GMT 2022","Fri Oct 07 05:53:48 GMT 2022","691","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:53:55 GMT 2022","Fri Oct 07 05:53:55 GMT 2022","675","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:49 GMT 2022","Fri Oct 07 05:53:50 GMT 2022","681","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:54:09 GMT 2022","Fri Oct 07 05:54:09 GMT 2022","690","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Oct 07 05:53:50 GMT 2022","Fri Oct 07 05:53:51 GMT 2022","687","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Fri Oct 07 05:53:46 GMT 2022","Fri Oct 07 05:53:46 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Fri Oct 07 05:54:04 GMT 2022","Fri Oct 07 05:54:04 GMT 2022","676","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Fri Oct 07 05:54:01 GMT 2022","Fri Oct 07 05:54:02 GMT 2022","680","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Oct 07 05:54:02 GMT 2022","Fri Oct 07 05:54:02 GMT 2022","675","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Fri Oct 07 05:54:06 GMT 2022","Fri Oct 07 05:54:07 GMT 2022","691","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Fri Oct 07 05:53:57 GMT 2022","Fri Oct 07 05:53:57 GMT 2022","676","test_function.test_filters","test_2_filters_stock","","","","Stock",""
