"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Sep 21 06:35:47 GMT 2022","Wed Sep 21 06:35:47 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:36:06 GMT 2022","Wed Sep 21 06:36:08 GMT 2022","1103","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:35:59 GMT 2022","Wed Sep 21 06:36:00 GMT 2022","1095","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:35:51 GMT 2022","Wed Sep 21 06:35:52 GMT 2022","1138","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:35:50 GMT 2022","Wed Sep 21 06:35:51 GMT 2022","1111","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:36:19 GMT 2022","Wed Sep 21 06:36:20 GMT 2022","1118","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Sep 21 06:36:10 GMT 2022","Wed Sep 21 06:36:11 GMT 2022","1118","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Sep 21 06:36:01 GMT 2022","Wed Sep 21 06:36:02 GMT 2022","1129","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:35:53 GMT 2022","Wed Sep 21 06:35:54 GMT 2022","1108","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:35:47 GMT 2022","Wed Sep 21 06:35:47 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:35:48 GMT 2022","Wed Sep 21 06:35:50 GMT 2022","1097","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:36:24 GMT 2022","Wed Sep 21 06:36:26 GMT 2022","1129","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Sep 21 06:35:55 GMT 2022","Wed Sep 21 06:35:56 GMT 2022","1117","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:23 GMT 2022","Wed Sep 21 06:36:24 GMT 2022","1103","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Sep 21 06:36:17 GMT 2022","Wed Sep 21 06:36:18 GMT 2022","1118","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Sep 21 06:36:05 GMT 2022","Wed Sep 21 06:36:06 GMT 2022","1136","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:13 GMT 2022","Wed Sep 21 06:36:14 GMT 2022","1109","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Sep 21 06:36:09 GMT 2022","Wed Sep 21 06:36:10 GMT 2022","1113","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Sep 21 06:35:47 GMT 2022","Wed Sep 21 06:35:47 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:35:56 GMT 2022","Wed Sep 21 06:35:57 GMT 2022","1111","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:35:52 GMT 2022","Wed Sep 21 06:35:53 GMT 2022","1100","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Sep 21 06:36:12 GMT 2022","Wed Sep 21 06:36:13 GMT 2022","1123","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Sep 21 06:36:22 GMT 2022","Wed Sep 21 06:36:23 GMT 2022","1096","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Sep 21 06:35:54 GMT 2022","Wed Sep 21 06:35:55 GMT 2022","1151","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:16 GMT 2022","Wed Sep 21 06:36:17 GMT 2022","1116","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Sep 21 06:35:57 GMT 2022","Wed Sep 21 06:35:59 GMT 2022","1112","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:20 GMT 2022","Wed Sep 21 06:36:21 GMT 2022","1103","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Sep 21 06:36:00 GMT 2022","Wed Sep 21 06:36:01 GMT 2022","1109","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:08 GMT 2022","Wed Sep 21 06:36:09 GMT 2022","1113","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Sep 21 06:36:03 GMT 2022","Wed Sep 21 06:36:04 GMT 2022","1108","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Sep 21 06:36:18 GMT 2022","Wed Sep 21 06:36:19 GMT 2022","1122","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Sep 21 06:36:02 GMT 2022","Wed Sep 21 06:36:03 GMT 2022","1122","test_function.test_filters","test_2_filters_stock","","","","Stock",""
