"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 30 06:58:10 GMT 2022","Tue Aug 30 06:58:11 GMT 2022","1516","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:58:08 GMT 2022","Tue Aug 30 06:58:09 GMT 2022","975","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:58:03 GMT 2022","Tue Aug 30 06:58:06 GMT 2022","2050","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"passed","Tue Aug 30 06:58:13 GMT 2022","Tue Aug 30 06:58:15 GMT 2022","2151","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:57:58 GMT 2022","Tue Aug 30 06:58:00 GMT 2022","1063","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"passed","Tue Aug 30 06:58:15 GMT 2022","Tue Aug 30 06:58:17 GMT 2022","1828","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:58:06 GMT 2022","Tue Aug 30 06:58:08 GMT 2022","2286","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"passed","Tue Aug 30 06:58:09 GMT 2022","Tue Aug 30 06:58:10 GMT 2022","998","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:58:01 GMT 2022","Tue Aug 30 06:58:02 GMT 2022","997","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"passed","Tue Aug 30 06:58:00 GMT 2022","Tue Aug 30 06:58:01 GMT 2022","1006","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"passed","Tue Aug 30 06:58:11 GMT 2022","Tue Aug 30 06:58:13 GMT 2022","1759","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"passed","Tue Aug 30 06:58:02 GMT 2022","Tue Aug 30 06:58:03 GMT 2022","1950","test_function.test_filters","test_1_filters_price","","","","Sale price",""
