"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 25 06:37:09 GMT 2022","Tue Oct 25 06:37:09 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:10 GMT 2022","Tue Oct 25 06:37:11 GMT 2022","684","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:16 GMT 2022","Tue Oct 25 06:37:17 GMT 2022","682","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:32 GMT 2022","Tue Oct 25 06:37:32 GMT 2022","697","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Oct 25 06:37:17 GMT 2022","Tue Oct 25 06:37:18 GMT 2022","696","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:11 GMT 2022","Tue Oct 25 06:37:11 GMT 2022","672","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:09 GMT 2022","Tue Oct 25 06:37:09 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:09 GMT 2022","Tue Oct 25 06:37:09 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:18 GMT 2022","Tue Oct 25 06:37:18 GMT 2022","684","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:30 GMT 2022","Tue Oct 25 06:37:31 GMT 2022","680","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Oct 25 06:37:23 GMT 2022","Tue Oct 25 06:37:23 GMT 2022","703","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Oct 25 06:37:25 GMT 2022","Tue Oct 25 06:37:26 GMT 2022","673","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Oct 25 06:37:25 GMT 2022","Tue Oct 25 06:37:25 GMT 2022","701","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Oct 25 06:37:18 GMT 2022","Tue Oct 25 06:37:19 GMT 2022","685","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:24 GMT 2022","Tue Oct 25 06:37:25 GMT 2022","709","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Oct 25 06:37:20 GMT 2022","Tue Oct 25 06:37:20 GMT 2022","708","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:27 GMT 2022","Tue Oct 25 06:37:28 GMT 2022","683","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Oct 25 06:37:27 GMT 2022","Tue Oct 25 06:37:27 GMT 2022","701","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Oct 25 06:37:20 GMT 2022","Tue Oct 25 06:37:21 GMT 2022","680","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:30 GMT 2022","Tue Oct 25 06:37:30 GMT 2022","683","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Oct 25 06:37:13 GMT 2022","Tue Oct 25 06:37:13 GMT 2022","687","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:16 GMT 2022","Tue Oct 25 06:37:16 GMT 2022","692","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:14 GMT 2022","Tue Oct 25 06:37:15 GMT 2022","678","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:26 GMT 2022","Tue Oct 25 06:37:27 GMT 2022","680","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Oct 25 06:37:13 GMT 2022","Tue Oct 25 06:37:14 GMT 2022","737","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:19 GMT 2022","Tue Oct 25 06:37:20 GMT 2022","682","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:11 GMT 2022","Tue Oct 25 06:37:12 GMT 2022","726","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:31 GMT 2022","Tue Oct 25 06:37:32 GMT 2022","711","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Oct 25 06:37:15 GMT 2022","Tue Oct 25 06:37:16 GMT 2022","684","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Oct 25 06:37:12 GMT 2022","Tue Oct 25 06:37:13 GMT 2022","683","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Oct 25 06:37:32 GMT 2022","Tue Oct 25 06:37:33 GMT 2022","683","test_function.test_filters","test_5_filters_category","","","","Brand",""
