"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 12 06:01:21 GMT 2022","Wed Oct 12 06:01:21 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:55 GMT 2022","Wed Oct 12 06:01:56 GMT 2022","1098","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Oct 12 06:01:46 GMT 2022","Wed Oct 12 06:01:48 GMT 2022","1143","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Oct 12 06:01:56 GMT 2022","Wed Oct 12 06:01:58 GMT 2022","1103","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Oct 12 06:01:35 GMT 2022","Wed Oct 12 06:01:36 GMT 2022","1101","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:45 GMT 2022","Wed Oct 12 06:01:46 GMT 2022","1094","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Oct 12 06:01:21 GMT 2022","Wed Oct 12 06:01:21 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:58 GMT 2022","Wed Oct 12 06:01:59 GMT 2022","1107","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Oct 12 06:01:25 GMT 2022","Wed Oct 12 06:01:26 GMT 2022","1143","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:34 GMT 2022","Wed Oct 12 06:01:35 GMT 2022","1105","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:21 GMT 2022","Wed Oct 12 06:01:22 GMT 2022","1099","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:49 GMT 2022","Wed Oct 12 06:01:50 GMT 2022","1107","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Oct 12 06:01:30 GMT 2022","Wed Oct 12 06:01:31 GMT 2022","1131","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:23 GMT 2022","Wed Oct 12 06:01:24 GMT 2022","1108","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:43 GMT 2022","Wed Oct 12 06:01:44 GMT 2022","1107","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Oct 12 06:01:41 GMT 2022","Wed Oct 12 06:01:42 GMT 2022","1102","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Oct 12 06:01:29 GMT 2022","Wed Oct 12 06:01:30 GMT 2022","1101","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:36 GMT 2022","Wed Oct 12 06:01:37 GMT 2022","1096","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:39 GMT 2022","Wed Oct 12 06:01:40 GMT 2022","1114","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:33 GMT 2022","Wed Oct 12 06:01:34 GMT 2022","1098","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:24 GMT 2022","Wed Oct 12 06:01:25 GMT 2022","1100","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:44 GMT 2022","Wed Oct 12 06:01:45 GMT 2022","1124","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Oct 12 06:01:54 GMT 2022","Wed Oct 12 06:01:55 GMT 2022","1108","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Wed Oct 12 06:01:51 GMT 2022","Wed Oct 12 06:01:52 GMT 2022","1099","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Oct 12 06:01:31 GMT 2022","Wed Oct 12 06:01:32 GMT 2022","1113","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:21 GMT 2022","Wed Oct 12 06:01:21 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:37 GMT 2022","Wed Oct 12 06:01:39 GMT 2022","1114","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:40 GMT 2022","Wed Oct 12 06:01:41 GMT 2022","1093","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:53 GMT 2022","Wed Oct 12 06:01:54 GMT 2022","1103","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Oct 12 06:01:32 GMT 2022","Wed Oct 12 06:01:33 GMT 2022","1111","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Wed Oct 12 06:01:42 GMT 2022","Wed Oct 12 06:01:43 GMT 2022","1104","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Wed Oct 12 06:01:26 GMT 2022","Wed Oct 12 06:01:27 GMT 2022","1146","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:22 GMT 2022","Wed Oct 12 06:01:23 GMT 2022","1111","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Wed Oct 12 06:01:48 GMT 2022","Wed Oct 12 06:01:49 GMT 2022","1101","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Wed Oct 12 06:01:50 GMT 2022","Wed Oct 12 06:01:51 GMT 2022","1109","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Oct 12 06:01:52 GMT 2022","Wed Oct 12 06:01:53 GMT 2022","1094","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Wed Oct 12 06:01:27 GMT 2022","Wed Oct 12 06:01:29 GMT 2022","1105","test_function.test_filters","test_2_filters_stock","","","","Stock",""
