"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Dec 26 05:31:38 GMT 2022","Mon Dec 26 05:31:39 GMT 2022","1120","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:32:11 GMT 2022","Mon Dec 26 05:32:12 GMT 2022","1103","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Mon Dec 26 05:31:56 GMT 2022","Mon Dec 26 05:31:57 GMT 2022","1183","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Mon Dec 26 05:32:00 GMT 2022","Mon Dec 26 05:32:01 GMT 2022","1108","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Mon Dec 26 05:31:48 GMT 2022","Mon Dec 26 05:31:49 GMT 2022","1118","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:33 GMT 2022","Mon Dec 26 05:31:33 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:58 GMT 2022","Mon Dec 26 05:31:59 GMT 2022","1139","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Mon Dec 26 05:31:53 GMT 2022","Mon Dec 26 05:31:54 GMT 2022","1098","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:32:10 GMT 2022","Mon Dec 26 05:32:11 GMT 2022","1106","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Mon Dec 26 05:32:07 GMT 2022","Mon Dec 26 05:32:08 GMT 2022","1113","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Mon Dec 26 05:31:59 GMT 2022","Mon Dec 26 05:32:00 GMT 2022","1106","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Mon Dec 26 05:31:43 GMT 2022","Mon Dec 26 05:31:44 GMT 2022","1124","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:44 GMT 2022","Mon Dec 26 05:31:45 GMT 2022","1265","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:40 GMT 2022","Mon Dec 26 05:31:41 GMT 2022","1138","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:47 GMT 2022","Mon Dec 26 05:31:48 GMT 2022","1136","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:41 GMT 2022","Mon Dec 26 05:31:43 GMT 2022","1175","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:57 GMT 2022","Mon Dec 26 05:31:58 GMT 2022","1147","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Mon Dec 26 05:31:54 GMT 2022","Mon Dec 26 05:31:55 GMT 2022","1118","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Mon Dec 26 05:32:06 GMT 2022","Mon Dec 26 05:32:07 GMT 2022","1136","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Mon Dec 26 05:31:33 GMT 2022","Mon Dec 26 05:31:33 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:46 GMT 2022","Mon Dec 26 05:31:47 GMT 2022","1117","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:49 GMT 2022","Mon Dec 26 05:31:51 GMT 2022","1567","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:39 GMT 2022","Mon Dec 26 05:31:40 GMT 2022","1109","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:36 GMT 2022","Mon Dec 26 05:31:37 GMT 2022","1129","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:45 GMT 2022","Mon Dec 26 05:31:46 GMT 2022","1097","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:32:01 GMT 2022","Mon Dec 26 05:32:02 GMT 2022","1112","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Mon Dec 26 05:31:33 GMT 2022","Mon Dec 26 05:31:33 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:32:03 GMT 2022","Mon Dec 26 05:32:05 GMT 2022","1125","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Mon Dec 26 05:31:51 GMT 2022","Mon Dec 26 05:31:52 GMT 2022","1135","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:31:35 GMT 2022","Mon Dec 26 05:31:36 GMT 2022","1126","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:33 GMT 2022","Mon Dec 26 05:31:35 GMT 2022","1170","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:32:08 GMT 2022","Mon Dec 26 05:32:09 GMT 2022","1118","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Mon Dec 26 05:31:37 GMT 2022","Mon Dec 26 05:31:38 GMT 2022","1112","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Mon Dec 26 05:31:52 GMT 2022","Mon Dec 26 05:31:53 GMT 2022","1111","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Mon Dec 26 05:32:02 GMT 2022","Mon Dec 26 05:32:03 GMT 2022","1101","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Mon Dec 26 05:32:05 GMT 2022","Mon Dec 26 05:32:06 GMT 2022","1123","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Mon Dec 26 05:32:09 GMT 2022","Mon Dec 26 05:32:10 GMT 2022","1118","test_function.test_filters","test_5_filters_category","","","","Brand",""
