"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Sep 17 05:52:19 GMT 2022","Sat Sep 17 05:52:20 GMT 2022","883","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:17 GMT 2022","Sat Sep 17 05:52:18 GMT 2022","935","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:44 GMT 2022","Sat Sep 17 05:52:45 GMT 2022","893","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Sep 17 05:52:28 GMT 2022","Sat Sep 17 05:52:29 GMT 2022","906","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:29 GMT 2022","Sat Sep 17 05:52:30 GMT 2022","875","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:17 GMT 2022","Sat Sep 17 05:52:17 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:32 GMT 2022","Sat Sep 17 05:52:33 GMT 2022","870","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:21 GMT 2022","Sat Sep 17 05:52:22 GMT 2022","905","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:33 GMT 2022","Sat Sep 17 05:52:34 GMT 2022","857","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:41 GMT 2022","Sat Sep 17 05:52:42 GMT 2022","924","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Sep 17 05:52:47 GMT 2022","Sat Sep 17 05:52:48 GMT 2022","891","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Sep 17 05:52:46 GMT 2022","Sat Sep 17 05:52:47 GMT 2022","860","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Sep 17 05:52:24 GMT 2022","Sat Sep 17 05:52:25 GMT 2022","918","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:23 GMT 2022","Sat Sep 17 05:52:24 GMT 2022","891","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:38 GMT 2022","Sat Sep 17 05:52:39 GMT 2022","886","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Sep 17 05:52:26 GMT 2022","Sat Sep 17 05:52:27 GMT 2022","867","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:22 GMT 2022","Sat Sep 17 05:52:23 GMT 2022","891","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:30 GMT 2022","Sat Sep 17 05:52:31 GMT 2022","872","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:31 GMT 2022","Sat Sep 17 05:52:32 GMT 2022","868","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:42 GMT 2022","Sat Sep 17 05:52:43 GMT 2022","885","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Sep 17 05:52:35 GMT 2022","Sat Sep 17 05:52:36 GMT 2022","921","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Sep 17 05:52:25 GMT 2022","Sat Sep 17 05:52:26 GMT 2022","903","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:37 GMT 2022","Sat Sep 17 05:52:38 GMT 2022","877","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Sep 17 05:52:40 GMT 2022","Sat Sep 17 05:52:41 GMT 2022","858","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Sep 17 05:52:45 GMT 2022","Sat Sep 17 05:52:46 GMT 2022","869","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Sat Sep 17 05:52:20 GMT 2022","Sat Sep 17 05:52:21 GMT 2022","859","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:34 GMT 2022","Sat Sep 17 05:52:35 GMT 2022","876","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Sep 17 05:52:34 GMT 2022","Sat Sep 17 05:52:34 GMT 2022","861","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Sep 17 05:52:17 GMT 2022","Sat Sep 17 05:52:17 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:36 GMT 2022","Sat Sep 17 05:52:37 GMT 2022","862","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Sat Sep 17 05:52:39 GMT 2022","Sat Sep 17 05:52:40 GMT 2022","850","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Sat Sep 17 05:52:41 GMT 2022","Sat Sep 17 05:52:41 GMT 2022","885","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Sat Sep 17 05:52:27 GMT 2022","Sat Sep 17 05:52:28 GMT 2022","866","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:18 GMT 2022","Sat Sep 17 05:52:19 GMT 2022","882","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:17 GMT 2022","Sat Sep 17 05:52:17 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Sat Sep 17 05:52:26 GMT 2022","Sat Sep 17 05:52:26 GMT 2022","949","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Sat Sep 17 05:52:43 GMT 2022","Sat Sep 17 05:52:44 GMT 2022","880","test_function.test_filters","test_4_filters_brand","","","","Brand",""
