"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Nov 17 05:35:07 GMT 2022","Thu Nov 17 05:35:09 GMT 2022","2002","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:35:30 GMT 2022","Thu Nov 17 05:35:31 GMT 2022","878","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Thu Nov 17 05:35:06 GMT 2022","Thu Nov 17 05:35:07 GMT 2022","1205","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:35:09 GMT 2022","Thu Nov 17 05:35:10 GMT 2022","869","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:35:22 GMT 2022","Thu Nov 17 05:35:23 GMT 2022","1304","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Thu Nov 17 05:35:11 GMT 2022","Thu Nov 17 05:35:12 GMT 2022","922","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:34:57 GMT 2022","Thu Nov 17 05:34:57 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Thu Nov 17 05:35:05 GMT 2022","Thu Nov 17 05:35:06 GMT 2022","1141","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:34:59 GMT 2022","Thu Nov 17 05:35:00 GMT 2022","879","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Thu Nov 17 05:35:19 GMT 2022","Thu Nov 17 05:35:20 GMT 2022","957","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Thu Nov 17 05:35:10 GMT 2022","Thu Nov 17 05:35:11 GMT 2022","942","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:35:23 GMT 2022","Thu Nov 17 05:35:24 GMT 2022","890","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Thu Nov 17 05:35:26 GMT 2022","Thu Nov 17 05:35:27 GMT 2022","916","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Thu Nov 17 05:35:27 GMT 2022","Thu Nov 17 05:35:29 GMT 2022","1856","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Thu Nov 17 05:35:16 GMT 2022","Thu Nov 17 05:35:17 GMT 2022","865","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Thu Nov 17 05:35:32 GMT 2022","Thu Nov 17 05:35:33 GMT 2022","887","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Thu Nov 17 05:35:21 GMT 2022","Thu Nov 17 05:35:22 GMT 2022","932","test_function.test_filters","test_3_filters_image","","","","Images",""
