"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 22 05:35:05 GMT 2022","Tue Nov 22 05:35:05 GMT 2022","721","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:08 GMT 2022","Tue Nov 22 05:35:09 GMT 2022","733","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:34:56 GMT 2022","Tue Nov 22 05:34:56 GMT 2022","696","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:34:48 GMT 2022","Tue Nov 22 05:34:49 GMT 2022","710","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:20 GMT 2022","Tue Nov 22 05:35:21 GMT 2022","681","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Nov 22 05:34:48 GMT 2022","Tue Nov 22 05:34:48 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:11 GMT 2022","Tue Nov 22 05:35:11 GMT 2022","708","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Nov 22 05:35:11 GMT 2022","Tue Nov 22 05:35:12 GMT 2022","742","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Nov 22 05:35:23 GMT 2022","Tue Nov 22 05:35:24 GMT 2022","718","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Nov 22 05:35:05 GMT 2022","Tue Nov 22 05:35:08 GMT 2022","3070","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:12 GMT 2022","Tue Nov 22 05:35:13 GMT 2022","1061","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Nov 22 05:34:54 GMT 2022","Tue Nov 22 05:34:54 GMT 2022","692","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:14 GMT 2022","Tue Nov 22 05:35:15 GMT 2022","694","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Nov 22 05:35:22 GMT 2022","Tue Nov 22 05:35:23 GMT 2022","694","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Nov 22 05:34:56 GMT 2022","Tue Nov 22 05:34:57 GMT 2022","729","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:15 GMT 2022","Tue Nov 22 05:35:15 GMT 2022","932","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Nov 22 05:34:57 GMT 2022","Tue Nov 22 05:35:00 GMT 2022","2832","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:18 GMT 2022","Tue Nov 22 05:35:19 GMT 2022","1797","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Nov 22 05:35:04 GMT 2022","Tue Nov 22 05:35:05 GMT 2022","855","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:21 GMT 2022","Tue Nov 22 05:35:22 GMT 2022","692","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Nov 22 05:34:50 GMT 2022","Tue Nov 22 05:34:50 GMT 2022","792","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:03 GMT 2022","Tue Nov 22 05:35:04 GMT 2022","1142","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:34:50 GMT 2022","Tue Nov 22 05:34:54 GMT 2022","3312","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:34:49 GMT 2022","Tue Nov 22 05:34:50 GMT 2022","691","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:10 GMT 2022","Tue Nov 22 05:35:11 GMT 2022","702","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Nov 22 05:34:48 GMT 2022","Tue Nov 22 05:34:48 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:34:55 GMT 2022","Tue Nov 22 05:34:56 GMT 2022","703","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:35:16 GMT 2022","Tue Nov 22 05:35:18 GMT 2022","2045","test_function.test_filters","test_4_filters_brand","","","","Brand",""
"broken","Tue Nov 22 05:34:54 GMT 2022","Tue Nov 22 05:34:55 GMT 2022","706","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Nov 22 05:35:02 GMT 2022","Tue Nov 22 05:35:03 GMT 2022","987","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Nov 22 05:34:48 GMT 2022","Tue Nov 22 05:34:48 GMT 2022","0","test_function.test_filters","test_1_filters_price","","","","Sale price",""
