"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Dec 06 05:32:12 GMT 2022","Tue Dec 06 05:32:13 GMT 2022","901","test_function.test_filters","test_3_filters_image","","","","Images",""
"broken","Tue Dec 06 05:32:23 GMT 2022","Tue Dec 06 05:32:24 GMT 2022","862","test_function.test_filters","test_5_filters_category","","","","Brand",""
"broken","Tue Dec 06 05:32:03 GMT 2022","Tue Dec 06 05:32:04 GMT 2022","908","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:32:08 GMT 2022","Tue Dec 06 05:32:09 GMT 2022","889","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:32:17 GMT 2022","Tue Dec 06 05:32:18 GMT 2022","899","test_function.test_filters","test_3_filters_image","","","","Image",""
"broken","Tue Dec 06 05:32:07 GMT 2022","Tue Dec 06 05:32:08 GMT 2022","919","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:31:55 GMT 2022","Tue Dec 06 05:31:56 GMT 2022","884","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Dec 06 05:31:59 GMT 2022","Tue Dec 06 05:32:00 GMT 2022","896","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:31:59 GMT 2022","Tue Dec 06 05:31:59 GMT 2022","874","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Dec 06 05:32:02 GMT 2022","Tue Dec 06 05:32:03 GMT 2022","898","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:32:09 GMT 2022","Tue Dec 06 05:32:09 GMT 2022","897","test_function.test_filters","test_2_filters_stock","","","","Stock",""
"broken","Tue Dec 06 05:31:58 GMT 2022","Tue Dec 06 05:31:59 GMT 2022","864","test_function.test_filters","test_1_filters_price","","","","Sale price",""
"broken","Tue Dec 06 05:32:19 GMT 2022","Tue Dec 06 05:32:20 GMT 2022","884","test_function.test_filters","test_4_filters_brand","","","","Brand",""
